순번,일자,펀드코드,펀드명,운용역,KOSPI지수,KOSDAQ지수,KOSPI200지수,기준가격,증감,과표기준가,증감,해외비과세과표기준가,증감,비거주자과표기준가,수정기준가,순자산,수탁사,설정일,설정좌수,설정액,펀드유형,과표구분,신탁구분,사무수탁사,주식비율,채권비율,주식순비율,채권순비율,지수선물순비율,국고채3년금리,국고채5년금리,통안채2년금리,CD91,전일대비수익률,주간수익률(%),1개월수익률(%),3개월수익률(%),12개월수익률(%),BM기준가,전일대비BM수익률(%)
410,2022-09-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,384.28",777.81,309.12,"1,004.52",0.01,"1,021.42",0.02,0.00,0.00,0.00,"1,004.52","63,912,179,633",한국투자증권,2021-07-29,"63,624,283,564","63,624,283,564",혼합,배당,투자신탁,국민은행,84.40,0.00,85.08,0.00,0.00,3.54,3.61,3.55,2.93,0.00,0.14,1.68,-1.65,-0.86,736.60,0.00
411,2022-09-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,384.28",777.81,309.12,"1,004.54",0.02,"1,021.43",0.01,0.00,0.00,0.00,"1,004.54","63,912,859,905",한국투자증권,2021-07-29,"63,624,283,564","63,624,283,564",혼합,배당,투자신탁,국민은행,84.40,0.00,85.08,0.00,0.00,3.54,3.61,3.55,2.93,0.00,-0.70,-0.45,-1.65,-0.86,736.60,0.00
412,2022-09-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,449.54",796.79,318.56,"1,009.33",4.79,"1,021.44",0.01,0.00,0.00,0.00,"1,009.33","64,217,915,743",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.97,0.00,85.44,0.00,0.00,3.54,3.60,3.50,2.93,0.48,-0.42,0.03,1.94,-0.41,756.76,2.74
413,2022-09-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,411.42",782.93,312.74,995.21,-14.12,"1,021.45",0.01,0.00,0.00,0.00,995.21,"63,319,676,790",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.94,0.00,85.48,0.00,0.00,3.59,3.62,3.55,2.94,-1.40,-1.03,-1.37,1.49,-1.98,744.99,-1.56
414,2022-09-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,401.83",781.38,310.63,"1,010.60",15.39,"1,021.46",0.01,0.00,0.00,0.00,"1,010.60","64,298,866,259",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.49,0.00,86.78,0.00,0.00,3.77,3.78,3.73,2.96,1.55,0.61,0.15,5.71,-0.14,742.02,-0.40
415,2022-09-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,382.78",770.04,308.69,996.88,-13.72,"1,021.47",0.01,0.00,0.00,0.00,996.88,"63,425,465,601",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.38,0.00,87.41,0.00,0.00,3.77,3.77,3.74,2.97,-1.36,-0.76,0.12,3.18,-1.39,736.14,-0.79
416,2022-09-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,382.78",770.04,308.69,996.89,0.01,"1,021.48",0.01,0.00,0.00,0.00,996.89,"63,426,071,962",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.38,0.00,87.41,0.00,0.00,3.77,3.77,3.74,2.97,0.00,-0.76,-1.93,2.43,-1.54,736.14,0.00
417,2022-09-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,382.78",770.04,308.69,996.90,0.01,"1,021.48",0.00,0.00,0.00,0.00,996.90,"63,426,678,325",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.38,0.00,87.41,0.00,0.00,3.77,3.77,3.74,2.97,0.00,-0.76,-2.39,2.43,-1.54,736.14,0.00
418,2022-09-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,355.66",751.91,306.49,977.08,-19.82,"1,021.49",0.01,0.00,0.00,0.00,977.08,"62,165,931,164",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.45,0.00,86.70,0.00,0.00,3.76,3.78,3.75,2.99,-1.99,-2.73,-4.65,0.39,-3.49,727.76,-1.14
419,2022-09-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,367.85",760.35,307.54,994.66,17.58,"1,021.50",0.01,0.00,0.00,0.00,994.66,"63,284,353,675",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,86.72,0.00,87.03,0.00,0.00,3.82,3.83,3.82,3.00,1.80,-1.45,-2.93,4.77,-1.76,731.53,0.52
420,2022-09-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,347.21",754.89,304.67,989.68,-4.98,"1,021.51",0.01,0.00,0.00,0.00,989.68,"62,967,495,193",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,86.39,0.00,86.73,0.00,0.00,3.85,3.91,3.85,3.02,-0.50,-0.56,-3.42,2.84,-2.25,725.15,-0.87
421,2022-09-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,332.31",751.41,301.65,984.73,-4.95,"1,021.52",0.01,0.00,0.00,0.00,984.73,"62,652,746,409",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,86.51,0.00,87.44,0.00,0.00,4.10,4.11,4.11,3.04,-0.50,-2.56,-3.46,5.51,-2.74,720.55,-0.63
422,2022-09-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,290.00",729.36,297.74,962.20,-22.53,"1,021.53",0.01,0.00,0.00,0.00,962.20,"61,219,454,215",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.65,0.00,86.45,0.00,0.00,4.20,4.19,4.19,3.07,-2.29,-3.48,-6.90,4.85,-4.10,707.48,-1.81
423,2022-09-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,290.00",729.36,297.74,962.21,0.01,"1,021.54",0.01,0.00,0.00,0.00,962.21,"61,220,019,477",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.64,0.00,86.45,0.00,0.00,4.20,4.19,4.19,3.07,0.00,-3.48,-7.64,3.04,-4.11,707.48,0.00
424,2022-09-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,290.00",729.36,297.74,962.22,0.01,"1,021.55",0.01,0.00,0.00,0.00,962.22,"61,220,584,742",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,85.64,0.00,86.45,0.00,0.00,4.20,4.19,4.19,3.07,0.00,-3.48,-7.76,3.04,-4.11,707.48,0.00
425,2022-09-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,220.94",692.37,289.77,917.05,-45.17,"1,021.55",0.00,0.00,0.00,0.00,917.05,"58,346,525,439",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.50,0.00,84.69,0.00,0.00,4.55,4.56,4.53,3.09,-4.69,-6.14,-11.66,-1.80,-8.61,686.14,-3.02
426,2022-09-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,223.86",698.11,290.20,917.16,0.11,"1,021.56",0.01,0.00,0.00,0.00,917.16,"58,353,617,412",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.58,0.00,84.64,0.00,0.00,4.30,4.35,4.37,3.12,0.01,-7.79,-11.65,-3.55,-8.65,687.04,0.13
427,2022-09-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,169.29",673.87,283.19,887.10,-30.06,"1,021.57",0.01,0.00,0.00,0.00,887.10,"56,441,280,261",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.83,0.00,83.83,0.00,0.00,4.34,4.37,4.42,3.14,-3.28,-10.36,-14.54,-8.29,-10.59,670.18,-2.45
428,2022-09-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,170.93",675.07,282.65,902.80,15.70,"1,024.02",2.45,0.00,0.00,0.00,902.80,"57,439,998,233",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.07,0.00,83.22,0.00,0.00,4.30,4.34,4.38,3.20,1.77,-8.32,-11.86,-6.25,-8.41,670.69,0.08
429,2022-09-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,155.49",672.65,281.36,903.05,0.25,"1,024.03",0.01,0.00,0.00,0.00,903.05,"57,455,553,448",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.13,0.00,83.54,0.00,0.00,4.19,4.18,4.25,3.24,0.03,-6.15,-12.72,-4.70,-8.87,665.92,-0.71
430,2022-10-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,155.49",672.65,281.36,903.06,0.01,"1,024.04",0.01,0.00,0.00,0.00,903.06,"57,456,212,697",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.12,0.00,83.54,0.00,0.00,4.19,4.18,4.25,3.24,0.00,-6.15,-10.30,-3.61,-7.55,665.92,0.00
431,2022-10-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,155.49",672.65,281.36,903.07,0.01,"1,024.05",0.01,0.00,0.00,0.00,903.07,"57,456,871,946",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.12,0.00,83.54,0.00,0.00,4.19,4.18,4.25,3.24,0.00,-6.15,-9.97,-3.61,-7.55,665.92,0.00
432,2022-10-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,155.49",672.65,281.36,903.08,0.01,"1,024.06",0.01,0.00,0.00,0.00,903.08,"57,457,531,199",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.12,0.00,83.54,0.00,0.00,4.19,4.18,4.25,3.24,0.00,-1.52,-9.97,-3.61,-7.55,665.92,0.00
433,2022-10-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,209.38",696.79,288.27,922.89,19.81,"1,024.07",0.01,0.00,0.00,0.00,922.89,"58,717,955,688",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.67,0.00,84.14,0.00,0.00,4.08,4.05,4.09,3.28,2.19,0.62,-7.99,-0.09,-5.52,682.57,2.50
434,2022-10-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,215.22",685.34,289.05,918.19,-4.70,"1,024.08",0.01,0.00,0.00,0.00,918.19,"58,419,251,303",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,83.83,0.00,84.37,0.00,0.00,4.16,4.13,4.15,3.32,-0.51,3.50,-9.23,-2.58,-4.86,684.37,0.26
435,2022-10-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,237.86",706.01,291.26,928.67,10.48,"1,024.09",0.01,0.00,0.00,0.00,928.67,"59,086,137,172",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.22,0.00,84.55,0.00,0.00,4.15,4.13,4.17,3.32,1.14,2.87,-8.38,3.87,-1.96,691.37,1.02
436,2022-10-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,232.84",698.49,290.41,936.64,7.97,"1,024.10",0.01,0.00,0.00,0.00,936.64,"59,592,888,824",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.65,0.00,84.75,0.00,0.00,4.28,4.22,4.24,3.32,0.86,3.72,-6.86,4.12,-2.25,689.82,-0.22
437,2022-10-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,232.84",698.49,290.41,936.65,0.01,"1,024.11",0.01,0.00,0.00,0.00,936.65,"59,593,524,624",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.65,0.00,84.75,0.00,0.00,4.28,4.22,4.24,3.32,0.00,3.72,-6.75,3.09,-2.07,689.82,0.00
438,2022-10-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,232.84",698.49,290.41,936.66,0.01,"1,024.12",0.01,0.00,0.00,0.00,936.66,"59,594,160,423",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.65,0.00,84.75,0.00,0.00,4.28,4.22,4.24,3.32,0.00,3.72,-6.75,3.09,-2.07,689.82,0.00
439,2022-10-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,232.84",698.49,290.41,936.67,0.01,"1,024.13",0.01,0.00,0.00,0.00,936.67,"59,594,796,225",한국투자증권,2021-07-29,"63,624,147,471","63,624,147,471",혼합,배당,투자신탁,국민은행,84.64,0.00,84.75,0.00,0.00,4.28,4.22,4.24,3.32,0.00,3.72,-6.75,3.09,-2.07,689.82,0.00
440,2022-10-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,192.07",669.50,284.96,906.49,-30.18,"1,024.14",0.01,0.00,0.00,0.00,906.49,"57,674,738,922",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,83.85,0.00,84.42,0.00,0.00,4.34,4.31,4.32,3.32,-3.22,-1.78,-9.76,0.86,-5.22,677.22,-1.83
441,2022-10-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,202.47",671.67,287.09,912.62,6.13,"1,024.15",0.01,0.00,0.00,0.00,912.62,"58,064,453,119",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,84.02,0.00,84.48,0.00,0.00,4.11,4.12,4.10,3.63,0.68,-0.61,-9.15,2.73,-5.29,680.43,0.47
442,2022-10-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,162.87",651.59,282.57,891.91,-20.71,"1,024.16",0.01,0.00,0.00,0.00,891.91,"56,747,169,407",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.86,0.00,83.43,0.00,0.00,4.20,4.22,4.20,3.66,-2.27,-3.96,-11.63,0.53,-8.57,668.20,-1.80
443,2022-10-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,212.55",678.24,289.36,922.03,30.12,"1,024.17",0.01,0.00,0.00,0.00,922.03,"58,662,951,235",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,83.42,0.00,84.43,0.00,0.00,4.21,4.21,4.19,3.66,3.38,-1.56,-7.35,3.43,-6.53,683.55,2.30
444,2022-10-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,212.55",678.24,289.36,922.04,0.01,"1,024.18",0.01,0.00,0.00,0.00,922.04,"58,663,660,166",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,83.42,0.00,84.43,0.00,0.00,4.21,4.21,4.19,3.66,0.00,-1.56,-8.76,4.09,-6.84,683.55,0.00
445,2022-10-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,212.55",678.24,289.36,922.05,0.01,"1,024.20",0.02,0.00,0.00,0.00,922.05,"58,664,369,098",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,83.42,0.00,84.43,0.00,0.00,4.21,4.21,4.19,3.66,0.00,-1.56,-7.51,4.08,-6.84,683.55,0.00
446,2022-10-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,219.71",682.00,289.57,921.65,-0.40,"1,024.21",0.01,0.00,0.00,0.00,921.65,"58,639,298,999",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,84.02,0.00,85.35,0.00,0.00,4.24,4.25,4.23,3.70,-0.04,-1.60,-7.55,4.04,-6.88,685.76,0.32
447,2022-10-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,249.95",697.09,293.59,949.38,27.73,"1,024.22",0.01,0.00,0.00,0.00,949.38,"60,403,334,709",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,84.47,0.00,86.09,0.00,0.00,4.24,4.29,4.26,3.76,3.01,4.73,-4.77,5.13,-4.24,695.10,1.36
448,2022-10-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,237.44",690.56,291.29,943.21,-6.17,"1,024.23",0.01,0.00,0.00,0.00,943.21,"60,010,646,938",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,84.48,0.00,85.25,0.00,0.00,4.33,4.41,4.34,3.81,-0.65,3.35,-3.47,3.56,-5.03,691.24,-0.56
449,2022-10-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,218.09",680.44,288.61,946.04,2.83,"1,024.24",0.01,0.00,0.00,0.00,946.04,"60,190,823,305",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,85.12,0.00,85.37,0.00,0.00,4.35,4.46,4.36,3.85,0.30,6.07,-4.89,3.26,-4.08,685.26,-0.86
450,2022-10-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,213.12",674.48,288.57,933.90,-12.14,"1,024.25",0.01,0.00,0.00,0.00,933.90,"59,418,423,305",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.41,0.00,82.73,0.00,0.00,4.50,4.64,4.47,3.90,-1.28,1.29,-5.64,2.05,-5.80,683.72,-0.22
451,2022-10-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,213.12",674.48,288.57,933.91,0.01,"1,024.26",0.01,0.00,0.00,0.00,933.91,"59,419,143,201",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.41,0.00,82.73,0.00,0.00,4.50,4.64,4.47,3.90,0.00,1.29,-5.16,2.43,-4.97,683.72,0.00
452,2022-10-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,213.12",674.48,288.57,933.92,0.01,"1,024.27",0.01,0.00,0.00,0.00,933.92,"59,419,863,097",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.41,0.00,82.73,0.00,0.00,4.50,4.64,4.47,3.90,0.00,1.29,-2.94,2.42,-4.97,683.72,0.00
453,2022-10-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,236.16",688.50,291.47,926.76,-7.16,"1,024.29",0.02,0.00,0.00,0.00,926.76,"58,964,209,715",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.12,0.00,82.23,0.00,0.00,4.31,4.49,4.32,3.92,-0.77,0.55,-3.68,1.64,-5.70,690.84,1.04
454,2022-10-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,235.07",688.85,291.58,925.92,-0.84,"1,024.30",0.01,0.00,0.00,0.00,925.92,"58,910,490,446",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,81.96,0.00,82.06,0.00,0.00,4.22,4.38,4.24,3.93,-0.09,-2.47,-3.77,0.90,-6.23,690.51,-0.05
455,2022-10-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,249.56",683.17,293.85,919.06,-6.86,"1,024.31",0.01,0.00,0.00,0.00,919.06,"58,474,447,552",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,81.91,0.00,82.24,0.00,0.00,4.21,4.32,4.25,3.94,-0.74,-2.56,0.22,-0.88,-7.51,694.98,0.65
456,2022-10-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,288.78",695.09,298.82,933.56,14.50,"1,024.32",0.01,0.00,0.00,0.00,933.56,"59,396,565,711",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,82.30,0.00,82.73,0.00,0.00,4.25,4.36,4.31,3.94,1.58,-1.32,1.79,0.28,-6.05,707.10,1.74
457,2022-10-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,268.40",687.63,295.06,937.59,4.03,"1,024.34",0.02,0.00,0.00,0.00,937.59,"59,653,041,493",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,81.04,0.00,81.74,0.00,0.00,4.11,4.19,4.19,3.95,0.43,0.39,5.69,0.06,-5.42,700.80,-0.89
458,2022-10-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,268.40",687.63,295.06,937.60,0.01,"1,024.35",0.01,0.00,0.00,0.00,937.60,"59,653,858,333",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,81.04,0.00,81.74,0.00,0.00,4.11,4.19,4.19,3.95,0.00,0.40,3.85,-2.19,-5.04,700.80,0.00
459,2022-10-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,268.40",687.63,295.06,937.61,0.01,"1,024.36",0.01,0.00,0.00,0.00,937.61,"59,654,675,174",한국투자증권,2021-07-29,"63,624,006,226","63,624,006,226",혼합,배당,투자신탁,국민은행,81.04,0.00,81.74,0.00,0.00,4.11,4.19,4.19,3.95,0.00,0.40,3.83,-2.19,-5.04,700.80,0.00
460,2022-10-31,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,293.61",695.33,299.58,940.73,3.12,"1,024.38",0.02,0.00,0.00,0.00,940.73,"59,623,111,924",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,81.58,0.00,82.11,0.00,0.00,4.19,4.26,4.26,3.96,0.33,1.51,4.17,-1.87,-4.72,708.59,1.11
461,2022-11-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,335.22",700.05,303.88,962.48,21.75,"1,024.39",0.01,0.00,0.00,0.00,962.48,"61,001,258,783",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,82.53,0.00,82.59,0.00,0.00,4.07,4.12,4.18,3.97,2.31,3.95,6.58,0.29,-2.12,721.45,1.81
462,2022-11-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,336.87",697.37,303.87,957.46,-5.02,"1,024.40",0.01,0.00,0.00,0.00,957.46,"60,683,434,214",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,82.44,0.00,82.50,0.00,0.00,4.10,4.16,4.18,3.97,-0.52,4.18,6.02,0.88,-3.22,721.96,0.07
463,2022-11-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,329.17",694.13,301.66,963.94,6.48,"1,024.41",0.01,0.00,0.00,0.00,963.94,"61,094,302,683",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,82.37,0.00,82.53,0.00,0.00,4.16,4.24,4.26,3.97,0.68,3.26,6.74,1.22,-3.60,719.58,-0.33
464,2022-11-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,348.43",693.89,304.33,959.48,-4.46,"1,024.43",0.02,0.00,0.00,0.00,959.48,"60,811,090,144",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,80.91,0.00,81.49,0.00,0.00,4.12,4.20,4.24,3.97,-0.46,2.33,3.96,1.13,-3.99,725.53,0.83
465,2022-11-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,348.43",693.89,304.33,959.49,0.01,"1,024.44",0.01,0.00,0.00,0.00,959.49,"60,811,879,648",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,80.91,0.00,81.49,0.00,0.00,4.12,4.20,4.24,3.97,0.00,2.33,4.50,0.30,-3.89,725.53,0.00
466,2022-11-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,348.43",693.89,304.33,959.50,0.01,"1,024.45",0.01,0.00,0.00,0.00,959.50,"60,812,669,152",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,80.91,0.00,81.49,0.00,0.00,4.12,4.20,4.24,3.97,0.00,2.33,3.32,0.30,-3.89,725.53,0.00
467,2022-11-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,371.79",700.48,307.87,963.88,4.38,"1,024.46",0.01,0.00,0.00,0.00,963.88,"61,090,219,822",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,81.21,0.00,81.93,0.00,0.00,4.19,4.28,4.29,3.97,0.46,2.46,2.91,0.76,-3.45,732.74,0.99
468,2022-11-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,399.04",713.33,312.01,963.94,0.06,"1,024.48",0.02,0.00,0.00,0.00,963.94,"61,094,152,586",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,81.66,0.00,82.05,0.00,0.00,4.16,4.26,4.25,3.97,0.01,0.15,2.91,0.15,-4.52,741.16,1.15
469,2022-11-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,424.41",714.60,315.23,998.11,34.17,"1,024.49",0.01,0.00,0.00,0.00,998.11,"63,259,832,144",한국투자증권,2021-07-29,"63,379,481,793","63,379,481,793",혼합,배당,투자신탁,국민은행,82.70,0.00,83.72,0.00,0.00,4.09,4.18,4.15,3.97,3.54,4.25,6.56,3.51,-0.99,749.00,1.06
470,2022-11-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,402.23",707.78,311.13,989.65,-8.46,"1,024.50",0.01,0.00,0.00,0.00,989.65,"62,723,115,395",한국투자증권,2021-07-29,"63,379,344,824","63,379,344,824",혼합,배당,투자신탁,국민은행,82.68,0.00,83.73,0.00,0.00,4.03,4.10,4.10,3.97,-0.85,2.67,5.66,2.00,1.43,742.15,-0.91
471,2022-11-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,483.16",731.22,323.09,996.47,6.82,"1,024.52",0.02,0.00,0.00,0.00,996.47,"63,155,345,648",한국투자증권,2021-07-29,"63,379,344,824","63,379,344,824",혼합,배당,투자신탁,국민은행,83.76,0.00,84.14,0.00,0.00,3.83,3.89,3.89,3.97,0.69,3.86,9.93,0.86,1.91,767.15,3.37
472,2022-11-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,483.16",731.22,323.09,996.48,0.01,"1,024.53",0.01,0.00,0.00,0.00,996.48,"63,156,165,966",한국투자증권,2021-07-29,"63,379,344,824","63,379,344,824",혼합,배당,투자신탁,국민은행,83.76,0.00,84.14,0.00,0.00,3.83,3.89,3.89,3.97,0.00,3.86,9.19,-1.24,-1.15,767.15,0.00
